"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0007098","GO:0007098","centrosome cycle",147,-0.736470343833121,-2.23174009038378,1e-10,5.51727272727273e-09,4.12057416267943e-09,2091,"tags=31%, list=6%, signal=29%","ENSG00000126001/ENSG00000130695/ENSG00000103274/ENSG00000152240/ENSG00000248333/ENSG00000123374/ENSG00000135372/ENSG00000175216/ENSG00000166004/ENSG00000096717/ENSG00000135835/ENSG00000213024/ENSG00000136861/ENSG00000072864/ENSG00000249115/ENSG00000182511/ENSG00000151849/ENSG00000092036/ENSG00000116127/ENSG00000170004/ENSG00000156876/ENSG00000044459/ENSG00000196584/ENSG00000178295/ENSG00000162063/ENSG00000101639/ENSG00000075702/ENSG00000164087/ENSG00000149554/ENSG00000012048/ENSG00000087586/ENSG00000174799/ENSG00000139618/ENSG00000103995/ENSG00000170312/ENSG00000131351/ENSG00000123473/ENSG00000166803/ENSG00000166851/ENSG00000138160/ENSG00000117650/ENSG00000129810/ENSG00000080986/ENSG00000142731/ENSG00000163808"
"GO:0031023","GO:0031023","microtubule organizing center organization",158,-0.726812525816581,-2.22153981354141,1e-10,5.51727272727273e-09,4.12057416267943e-09,2091,"tags=28%, list=6%, signal=27%","ENSG00000126001/ENSG00000130695/ENSG00000103274/ENSG00000152240/ENSG00000248333/ENSG00000123374/ENSG00000135372/ENSG00000175216/ENSG00000166004/ENSG00000096717/ENSG00000135835/ENSG00000213024/ENSG00000136861/ENSG00000072864/ENSG00000249115/ENSG00000182511/ENSG00000151849/ENSG00000092036/ENSG00000116127/ENSG00000170004/ENSG00000156876/ENSG00000044459/ENSG00000196584/ENSG00000178295/ENSG00000162063/ENSG00000101639/ENSG00000075702/ENSG00000164087/ENSG00000149554/ENSG00000012048/ENSG00000087586/ENSG00000174799/ENSG00000139618/ENSG00000103995/ENSG00000170312/ENSG00000131351/ENSG00000123473/ENSG00000166803/ENSG00000166851/ENSG00000138160/ENSG00000117650/ENSG00000129810/ENSG00000080986/ENSG00000142731/ENSG00000163808"
"GO:0007127","GO:0007127","meiosis I",119,-0.751738888121588,-2.20203878318165,1e-10,5.51727272727273e-09,4.12057416267943e-09,2150,"tags=33%, list=6%, signal=31%","ENSG00000205078/ENSG00000204410/ENSG00000123975/ENSG00000185697/ENSG00000134698/ENSG00000145241/ENSG00000197275/ENSG00000164754/ENSG00000132016/ENSG00000121211/ENSG00000135476/ENSG00000164828/ENSG00000101224/ENSG00000077097/ENSG00000126803/ENSG00000131470/ENSG00000175305/ENSG00000122952/ENSG00000178966/ENSG00000164611/ENSG00000100814/ENSG00000087586/ENSG00000160117/ENSG00000154920/ENSG00000051180/ENSG00000139618/ENSG00000071539/ENSG00000085999/ENSG00000111247/ENSG00000100206/ENSG00000137812/ENSG00000157456/ENSG00000185379/ENSG00000136492/ENSG00000166851/ENSG00000144554/ENSG00000112029/ENSG00000080986/ENSG00000131747"
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle",139,-0.735966692928541,-2.20118861971083,1e-10,5.51727272727273e-09,4.12057416267943e-09,1963,"tags=32%, list=5%, signal=30%","ENSG00000185630/ENSG00000159147/ENSG00000123374/ENSG00000166483/ENSG00000161692/ENSG00000121774/ENSG00000135446/ENSG00000164754/ENSG00000127564/ENSG00000120539/ENSG00000145604/ENSG00000136104/ENSG00000163781/ENSG00000101224/ENSG00000108100/ENSG00000155666/ENSG00000164045/ENSG00000126803/ENSG00000149554/ENSG00000167325/ENSG00000012048/ENSG00000087586/ENSG00000134057/ENSG00000170312/ENSG00000087206/ENSG00000165304/ENSG00000117399/ENSG00000178999/ENSG00000097046/ENSG00000089685/ENSG00000111206/ENSG00000145386/ENSG00000143476/ENSG00000085840/ENSG00000138376/ENSG00000158402/ENSG00000166851/ENSG00000118193/ENSG00000094804/ENSG00000197299/ENSG00000140534/ENSG00000112029/ENSG00000092853/ENSG00000117724"
"GO:0051053","GO:0051053","negative regulation of DNA metabolic process",133,-0.736866934184404,-2.19966562478595,1e-10,5.51727272727273e-09,4.12057416267943e-09,3092,"tags=36%, list=9%, signal=33%","ENSG00000121892/ENSG00000128513/ENSG00000020922/ENSG00000125482/ENSG00000187837/ENSG00000075131/ENSG00000122691/ENSG00000177383/ENSG00000135486/ENSG00000189060/ENSG00000080345/ENSG00000183955/ENSG00000135372/ENSG00000171984/ENSG00000149273/ENSG00000079246/ENSG00000172977/ENSG00000181625/ENSG00000122783/ENSG00000181544/ENSG00000164430/ENSG00000167513/ENSG00000169598/ENSG00000095002/ENSG00000082482/ENSG00000147231/ENSG00000185480/ENSG00000101596/ENSG00000127423/ENSG00000116062/ENSG00000153187/ENSG00000112312/ENSG00000160117/ENSG00000005156/ENSG00000140451/ENSG00000114026/ENSG00000111602/ENSG00000184357/ENSG00000166851/ENSG00000051341/ENSG00000094804/ENSG00000124610/ENSG00000197299/ENSG00000112029/ENSG00000143799/ENSG00000172716/ENSG00000124575/ENSG00000168298"
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition",118,-0.754657779705009,-2.19962348996311,1e-10,5.51727272727273e-09,4.12057416267943e-09,1963,"tags=31%, list=5%, signal=29%","ENSG00000185630/ENSG00000159147/ENSG00000123374/ENSG00000166483/ENSG00000161692/ENSG00000135446/ENSG00000164754/ENSG00000127564/ENSG00000136104/ENSG00000163781/ENSG00000101224/ENSG00000164045/ENSG00000126803/ENSG00000149554/ENSG00000167325/ENSG00000012048/ENSG00000087586/ENSG00000134057/ENSG00000170312/ENSG00000087206/ENSG00000157212/ENSG00000178999/ENSG00000097046/ENSG00000176208/ENSG00000143476/ENSG00000085840/ENSG00000138376/ENSG00000158402/ENSG00000166851/ENSG00000118193/ENSG00000094804/ENSG00000197299/ENSG00000140534/ENSG00000112029/ENSG00000092853/ENSG00000117724"
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle",105,-0.767220272916285,-2.18216356578342,1e-10,5.51727272727273e-09,4.12057416267943e-09,1963,"tags=32%, list=5%, signal=31%","ENSG00000185630/ENSG00000159147/ENSG00000123374/ENSG00000166483/ENSG00000161692/ENSG00000135446/ENSG00000164754/ENSG00000127564/ENSG00000136104/ENSG00000163781/ENSG00000101224/ENSG00000164045/ENSG00000126803/ENSG00000149554/ENSG00000167325/ENSG00000012048/ENSG00000087586/ENSG00000134057/ENSG00000170312/ENSG00000087206/ENSG00000178999/ENSG00000097046/ENSG00000143476/ENSG00000085840/ENSG00000138376/ENSG00000158402/ENSG00000166851/ENSG00000118193/ENSG00000094804/ENSG00000197299/ENSG00000140534/ENSG00000112029/ENSG00000092853/ENSG00000117724"
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process",277,-0.674090007820816,-2.17900373918805,1e-10,5.51727272727273e-09,4.12057416267943e-09,2587,"tags=32%, list=7%, signal=30%","ENSG00000196367/ENSG00000173473/ENSG00000128513/ENSG00000020922/ENSG00000110987/ENSG00000174953/ENSG00000122566/ENSG00000136518/ENSG00000089280/ENSG00000116161/ENSG00000170364/ENSG00000073584/ENSG00000133302/ENSG00000137337/ENSG00000135486/ENSG00000189079/ENSG00000132646/ENSG00000128908/ENSG00000086991/ENSG00000080345/ENSG00000112319/ENSG00000127586/ENSG00000127337/ENSG00000123374/ENSG00000101442/ENSG00000171984/ENSG00000166483/ENSG00000185104/ENSG00000149273/ENSG00000161692/ENSG00000091483/ENSG00000172977/ENSG00000181625/ENSG00000096717/ENSG00000204305/ENSG00000122783/ENSG00000163939/ENSG00000089022/ENSG00000188486/ENSG00000181544/ENSG00000119906/ENSG00000066117/ENSG00000162607/ENSG00000167513/ENSG00000160867/ENSG00000095002/ENSG00000049618/ENSG00000145604/ENSG00000143748/ENSG00000099956/ENSG00000168802/ENSG00000189403/ENSG00000111276/ENSG00000077097/ENSG00000159873/ENSG00000138346/ENSG00000071243/ENSG00000006634/ENSG00000164045/ENSG00000101596/ENSG00000049541/ENSG00000153879/ENSG00000136982/ENSG00000163918/ENSG00000012048/ENSG00000138668/ENSG00000013573/ENSG00000253729/ENSG00000109685/ENSG00000133119/ENSG00000170312/ENSG00000163961/ENSG00000087206/ENSG00000111247/ENSG00000085511/ENSG00000157212/ENSG00000111445/ENSG00000111602/ENSG00000178999/ENSG00000097046/ENSG00000135829/ENSG00000111206/ENSG00000145386/ENSG00000176208/ENSG00000111087/ENSG00000117650/ENSG00000143799/ENSG00000129173"
"GO:0000723","GO:0000723","telomere maintenance",165,-0.704236801208026,-2.17580133996263,1e-10,5.51727272727273e-09,4.12057416267943e-09,3917,"tags=30%, list=11%, signal=27%","ENSG00000187778/ENSG00000107672/ENSG00000130826/ENSG00000187555/ENSG00000139579/ENSG00000126215/ENSG00000157106/ENSG00000128513/ENSG00000106399/ENSG00000020922/ENSG00000174953/ENSG00000187736/ENSG00000122566/ENSG00000136518/ENSG00000133302/ENSG00000135486/ENSG00000035928/ENSG00000160957/ENSG00000132646/ENSG00000128908/ENSG00000198887/ENSG00000080345/ENSG00000123374/ENSG00000135372/ENSG00000101442/ENSG00000171984/ENSG00000079246/ENSG00000181625/ENSG00000118655/ENSG00000089022/ENSG00000119906/ENSG00000152457/ENSG00000143748/ENSG00000163029/ENSG00000138346/ENSG00000175305/ENSG00000153187/ENSG00000138668/ENSG00000253729/ENSG00000051180/ENSG00000168496/ENSG00000139618/ENSG00000140451/ENSG00000085511/ENSG00000178999/ENSG00000185379/ENSG00000197299/ENSG00000117650/ENSG00000143799/ENSG00000174371"
"GO:0034508","GO:0034508","centromere complex assembly",31,-0.930850250221195,-2.17413890994944,1e-10,5.51727272727273e-09,4.12057416267943e-09,1766,"tags=68%, list=5%, signal=64%","ENSG00000166582/ENSG00000145241/ENSG00000142856/ENSG00000132475/ENSG00000138092/ENSG00000166451/ENSG00000159055/ENSG00000123219/ENSG00000132780/ENSG00000153044/ENSG00000203760/ENSG00000188312/ENSG00000184445/ENSG00000104147/ENSG00000129534/ENSG00000102384/ENSG00000138778/ENSG00000126787/ENSG00000123485/ENSG00000115163/ENSG00000117724"
"GO:1905820","GO:1905820","positive regulation of chromosome separation",33,-0.919842782957843,-2.16193697823967,1e-10,5.51727272727273e-09,4.12057416267943e-09,1662,"tags=55%, list=5%, signal=52%","ENSG00000149503/ENSG00000136824/ENSG00000094880/ENSG00000135476/ENSG00000151503/ENSG00000146918/ENSG00000117399/ENSG00000178999/ENSG00000113810/ENSG00000089685/ENSG00000010292/ENSG00000134690/ENSG00000109805/ENSG00000126787/ENSG00000154839/ENSG00000175063/ENSG00000165480/ENSG00000121152"
"GO:0045787","GO:0045787","positive regulation of cell cycle",312,-0.655913935973349,-2.12364519511202,1e-10,5.51727272727273e-09,4.12057416267943e-09,2074,"tags=28%, list=6%, signal=26%","ENSG00000171792/ENSG00000128908/ENSG00000198887/ENSG00000185630/ENSG00000134138/ENSG00000154229/ENSG00000126561/ENSG00000166582/ENSG00000166483/ENSG00000149503/ENSG00000136824/ENSG00000161692/ENSG00000172977/ENSG00000166004/ENSG00000094880/ENSG00000106003/ENSG00000213024/ENSG00000119906/ENSG00000137804/ENSG00000135446/ENSG00000151849/ENSG00000164754/ENSG00000137193/ENSG00000135476/ENSG00000156876/ENSG00000163029/ENSG00000101224/ENSG00000108100/ENSG00000173757/ENSG00000178295/ENSG00000006634/ENSG00000164045/ENSG00000164109/ENSG00000187840/ENSG00000126803/ENSG00000175305/ENSG00000164087/ENSG00000151503/ENSG00000149554/ENSG00000167325/ENSG00000087586/ENSG00000153187/ENSG00000013573/ENSG00000172167/ENSG00000146918/ENSG00000168496/ENSG00000134057/ENSG00000139618/ENSG00000170312/ENSG00000138182/ENSG00000111247/ENSG00000117399/ENSG00000137807/ENSG00000178999/ENSG00000113810/ENSG00000161800/ENSG00000137812/ENSG00000123473/ENSG00000097046/ENSG00000089685/ENSG00000176208/ENSG00000143476/ENSG00000010292/ENSG00000158402/ENSG00000134690/ENSG00000109805/ENSG00000101447/ENSG00000118193/ENSG00000076382/ENSG00000171848/ENSG00000111087/ENSG00000094804/ENSG00000126787/ENSG00000169679/ENSG00000116560/ENSG00000154839/ENSG00000122966/ENSG00000112029/ENSG00000175063/ENSG00000080986/ENSG00000129173/ENSG00000142731/ENSG00000165480/ENSG00000106462/ENSG00000121152/ENSG00000121957"
"GO:0006397","GO:0006397","mRNA processing",499,-0.615565363511072,-2.09224286266695,1e-10,5.51727272727273e-09,4.12057416267943e-09,4379,"tags=26%, list=12%, signal=24%","ENSG00000116754/ENSG00000100982/ENSG00000110107/ENSG00000115524/ENSG00000005436/ENSG00000125676/ENSG00000096401/ENSG00000076053/ENSG00000165526/ENSG00000124193/ENSG00000100023/ENSG00000137574/ENSG00000101811/ENSG00000119707/ENSG00000100320/ENSG00000149532/ENSG00000198783/ENSG00000198231/ENSG00000273559/ENSG00000048740/ENSG00000130254/ENSG00000115053/ENSG00000163510/ENSG00000174606/ENSG00000109536/ENSG00000111196/ENSG00000065883/ENSG00000239306/ENSG00000240682/ENSG00000138767/ENSG00000082516/ENSG00000107951/ENSG00000021776/ENSG00000128534/ENSG00000188529/ENSG00000004534/ENSG00000259956/ENSG00000181163/ENSG00000131051/ENSG00000105618/ENSG00000147140/ENSG00000134453/ENSG00000105248/ENSG00000137776/ENSG00000144028/ENSG00000171960/ENSG00000100296/ENSG00000174953/ENSG00000146963/ENSG00000061936/ENSG00000182004/ENSG00000112941/ENSG00000065978/ENSG00000162664/ENSG00000122566/ENSG00000167088/ENSG00000110063/ENSG00000105323/ENSG00000159086/ENSG00000119720/ENSG00000224578/ENSG00000117569/ENSG00000125351/ENSG00000135486/ENSG00000160633/ENSG00000218823/ENSG00000112739/ENSG00000152404/ENSG00000170144/ENSG00000123136/ENSG00000134398/ENSG00000060688/ENSG00000248333/ENSG00000110713/ENSG00000104129/ENSG00000158941/ENSG00000067596/ENSG00000131652/ENSG00000102081/ENSG00000106344/ENSG00000155966/ENSG00000077312/ENSG00000074356/ENSG00000116830/ENSG00000139343/ENSG00000121774/ENSG00000076770/ENSG00000121058/ENSG00000124701/ENSG00000115875/ENSG00000091127/ENSG00000102317/ENSG00000164167/ENSG00000112531/ENSG00000145833/ENSG00000092208/ENSG00000109606/ENSG00000197381/ENSG00000134748/ENSG00000136450/ENSG00000100461/ENSG00000204392/ENSG00000112081/ENSG00000079134/ENSG00000213516/ENSG00000189091/ENSG00000113649/ENSG00000125944/ENSG00000129351/ENSG00000165119/ENSG00000054118/ENSG00000183431/ENSG00000135316/ENSG00000099783/ENSG00000198860/ENSG00000157540/ENSG00000111605/ENSG00000153187/ENSG00000075856/ENSG00000164985/ENSG00000134057/ENSG00000136527/ENSG00000169813/ENSG00000135829/ENSG00000147274/ENSG00000160201/ENSG00000169045/ENSG00000172346/ENSG00000137656/ENSG00000138376/ENSG00000116560/ENSG00000033030"
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",319,-0.64125017618224,-2.08894821702975,1e-10,5.51727272727273e-09,4.12057416267943e-09,4379,"tags=27%, list=12%, signal=24%","ENSG00000124193/ENSG00000137574/ENSG00000119707/ENSG00000100320/ENSG00000198231/ENSG00000273559/ENSG00000048740/ENSG00000115053/ENSG00000163510/ENSG00000109536/ENSG00000111196/ENSG00000065883/ENSG00000239306/ENSG00000240682/ENSG00000082516/ENSG00000021776/ENSG00000128534/ENSG00000188529/ENSG00000004534/ENSG00000259956/ENSG00000181163/ENSG00000131051/ENSG00000105618/ENSG00000134453/ENSG00000105248/ENSG00000144028/ENSG00000171960/ENSG00000146963/ENSG00000061936/ENSG00000182004/ENSG00000122566/ENSG00000167088/ENSG00000110063/ENSG00000105323/ENSG00000159086/ENSG00000224578/ENSG00000117569/ENSG00000125351/ENSG00000135486/ENSG00000112739/ENSG00000152404/ENSG00000170144/ENSG00000123136/ENSG00000060688/ENSG00000110713/ENSG00000104129/ENSG00000067596/ENSG00000102081/ENSG00000077312/ENSG00000139343/ENSG00000121774/ENSG00000121058/ENSG00000115875/ENSG00000102317/ENSG00000164167/ENSG00000112531/ENSG00000145833/ENSG00000092208/ENSG00000109606/ENSG00000134748/ENSG00000136450/ENSG00000100461/ENSG00000204392/ENSG00000112081/ENSG00000213516/ENSG00000189091/ENSG00000125944/ENSG00000129351/ENSG00000165119/ENSG00000054118/ENSG00000183431/ENSG00000135316/ENSG00000099783/ENSG00000157540/ENSG00000153187/ENSG00000075856/ENSG00000164985/ENSG00000136527/ENSG00000169813/ENSG00000135829/ENSG00000147274/ENSG00000160201/ENSG00000169045/ENSG00000137656/ENSG00000116560/ENSG00000033030"
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome",319,-0.64125017618224,-2.08894821702975,1e-10,5.51727272727273e-09,4.12057416267943e-09,4379,"tags=27%, list=12%, signal=24%","ENSG00000124193/ENSG00000137574/ENSG00000119707/ENSG00000100320/ENSG00000198231/ENSG00000273559/ENSG00000048740/ENSG00000115053/ENSG00000163510/ENSG00000109536/ENSG00000111196/ENSG00000065883/ENSG00000239306/ENSG00000240682/ENSG00000082516/ENSG00000021776/ENSG00000128534/ENSG00000188529/ENSG00000004534/ENSG00000259956/ENSG00000181163/ENSG00000131051/ENSG00000105618/ENSG00000134453/ENSG00000105248/ENSG00000144028/ENSG00000171960/ENSG00000146963/ENSG00000061936/ENSG00000182004/ENSG00000122566/ENSG00000167088/ENSG00000110063/ENSG00000105323/ENSG00000159086/ENSG00000224578/ENSG00000117569/ENSG00000125351/ENSG00000135486/ENSG00000112739/ENSG00000152404/ENSG00000170144/ENSG00000123136/ENSG00000060688/ENSG00000110713/ENSG00000104129/ENSG00000067596/ENSG00000102081/ENSG00000077312/ENSG00000139343/ENSG00000121774/ENSG00000121058/ENSG00000115875/ENSG00000102317/ENSG00000164167/ENSG00000112531/ENSG00000145833/ENSG00000092208/ENSG00000109606/ENSG00000134748/ENSG00000136450/ENSG00000100461/ENSG00000204392/ENSG00000112081/ENSG00000213516/ENSG00000189091/ENSG00000125944/ENSG00000129351/ENSG00000165119/ENSG00000054118/ENSG00000183431/ENSG00000135316/ENSG00000099783/ENSG00000157540/ENSG00000153187/ENSG00000075856/ENSG00000164985/ENSG00000136527/ENSG00000169813/ENSG00000135829/ENSG00000147274/ENSG00000160201/ENSG00000169045/ENSG00000137656/ENSG00000116560/ENSG00000033030"
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions",323,-0.638677620659328,-2.07766554990464,1e-10,5.51727272727273e-09,4.12057416267943e-09,4379,"tags=27%, list=12%, signal=24%","ENSG00000124193/ENSG00000137574/ENSG00000119707/ENSG00000100320/ENSG00000198231/ENSG00000273559/ENSG00000048740/ENSG00000115053/ENSG00000163510/ENSG00000109536/ENSG00000111196/ENSG00000065883/ENSG00000239306/ENSG00000240682/ENSG00000082516/ENSG00000021776/ENSG00000128534/ENSG00000188529/ENSG00000004534/ENSG00000259956/ENSG00000181163/ENSG00000131051/ENSG00000105618/ENSG00000134453/ENSG00000105248/ENSG00000144028/ENSG00000171960/ENSG00000146963/ENSG00000061936/ENSG00000182004/ENSG00000122566/ENSG00000167088/ENSG00000110063/ENSG00000105323/ENSG00000159086/ENSG00000224578/ENSG00000117569/ENSG00000125351/ENSG00000135486/ENSG00000112739/ENSG00000152404/ENSG00000170144/ENSG00000123136/ENSG00000060688/ENSG00000110713/ENSG00000104129/ENSG00000067596/ENSG00000102081/ENSG00000077312/ENSG00000139343/ENSG00000121774/ENSG00000121058/ENSG00000115875/ENSG00000102317/ENSG00000164167/ENSG00000112531/ENSG00000145833/ENSG00000092208/ENSG00000109606/ENSG00000134748/ENSG00000136450/ENSG00000100461/ENSG00000204392/ENSG00000112081/ENSG00000213516/ENSG00000189091/ENSG00000125944/ENSG00000129351/ENSG00000165119/ENSG00000054118/ENSG00000183431/ENSG00000135316/ENSG00000099783/ENSG00000157540/ENSG00000153187/ENSG00000075856/ENSG00000164985/ENSG00000136527/ENSG00000169813/ENSG00000135829/ENSG00000147274/ENSG00000160201/ENSG00000169045/ENSG00000137656/ENSG00000116560/ENSG00000033030"
"GO:0008380","GO:0008380","RNA splicing",460,-0.612805128967968,-2.06662767452042,1e-10,5.51727272727273e-09,4.12057416267943e-09,4379,"tags=25%, list=12%, signal=22%","ENSG00000124193/ENSG00000100023/ENSG00000137574/ENSG00000119707/ENSG00000100320/ENSG00000171148/ENSG00000198783/ENSG00000198231/ENSG00000273559/ENSG00000048740/ENSG00000115053/ENSG00000163510/ENSG00000109536/ENSG00000111196/ENSG00000065883/ENSG00000239306/ENSG00000240682/ENSG00000082516/ENSG00000021776/ENSG00000128534/ENSG00000188529/ENSG00000004534/ENSG00000259956/ENSG00000181163/ENSG00000171262/ENSG00000131051/ENSG00000196367/ENSG00000105618/ENSG00000147140/ENSG00000134453/ENSG00000105248/ENSG00000144028/ENSG00000171960/ENSG00000100296/ENSG00000146963/ENSG00000061936/ENSG00000182004/ENSG00000065978/ENSG00000162664/ENSG00000122566/ENSG00000167088/ENSG00000110063/ENSG00000105323/ENSG00000089280/ENSG00000159086/ENSG00000119720/ENSG00000135801/ENSG00000224578/ENSG00000117569/ENSG00000125351/ENSG00000135482/ENSG00000135486/ENSG00000124942/ENSG00000112739/ENSG00000152404/ENSG00000170144/ENSG00000123136/ENSG00000060688/ENSG00000248333/ENSG00000110713/ENSG00000104129/ENSG00000158941/ENSG00000067596/ENSG00000131652/ENSG00000102081/ENSG00000106344/ENSG00000155966/ENSG00000077312/ENSG00000116830/ENSG00000139343/ENSG00000204389/ENSG00000101574/ENSG00000121774/ENSG00000076770/ENSG00000121058/ENSG00000115875/ENSG00000091127/ENSG00000102317/ENSG00000164167/ENSG00000112531/ENSG00000145833/ENSG00000176476/ENSG00000092208/ENSG00000109606/ENSG00000152382/ENSG00000134748/ENSG00000136450/ENSG00000100461/ENSG00000204392/ENSG00000112081/ENSG00000079134/ENSG00000213516/ENSG00000189091/ENSG00000113649/ENSG00000125944/ENSG00000129351/ENSG00000165119/ENSG00000054118/ENSG00000183431/ENSG00000135316/ENSG00000099783/ENSG00000198860/ENSG00000157540/ENSG00000153187/ENSG00000075856/ENSG00000164985/ENSG00000136527/ENSG00000169813/ENSG00000135829/ENSG00000147274/ENSG00000160201/ENSG00000169045/ENSG00000244462/ENSG00000137656/ENSG00000116560/ENSG00000033030"
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules",248,0.682644187609177,1.98916012629089,1e-10,5.51727272727273e-09,4.12057416267943e-09,5080,"tags=36%, list=14%, signal=31%","ENSG00000040731/ENSG00000163347/ENSG00000158258/ENSG00000113946/ENSG00000092969/ENSG00000112139/ENSG00000143217/ENSG00000181754/ENSG00000125848/ENSG00000134376/ENSG00000184226/ENSG00000125845/ENSG00000156453/ENSG00000242221/ENSG00000162692/ENSG00000127418/ENSG00000204936/ENSG00000262576/ENSG00000120322/ENSG00000162706/ENSG00000090339/ENSG00000154639/ENSG00000198910/ENSG00000184697/ENSG00000158887/ENSG00000073008/ENSG00000125966/ENSG00000124215/ENSG00000079385/ENSG00000075275/ENSG00000076716/ENSG00000204967/ENSG00000177839/ENSG00000126243/ENSG00000172270/ENSG00000250120/ENSG00000196358/ENSG00000243232/ENSG00000276547/ENSG00000113361/ENSG00000150275/ENSG00000253953/ENSG00000165731/ENSG00000162631/ENSG00000130202/ENSG00000187372/ENSG00000171603/ENSG00000197479/ENSG00000120324/ENSG00000046604/ENSG00000239389/ENSG00000139182/ENSG00000062038/ENSG00000163513/ENSG00000039068/ENSG00000169896/ENSG00000113212/ENSG00000017260/ENSG00000083857/ENSG00000169306/ENSG00000243130/ENSG00000204961/ENSG00000074660/ENSG00000150093/ENSG00000081842/ENSG00000148357/ENSG00000144619/ENSG00000251664/ENSG00000272674/ENSG00000170017/ENSG00000196576/ENSG00000204969/ENSG00000120327/ENSG00000102290/ENSG00000196083/ENSG00000120328/ENSG00000174175/ENSG00000204963/ENSG00000179915/ENSG00000154133/ENSG00000156642/ENSG00000185008/ENSG00000165194/ENSG00000081818/ENSG00000113248/ENSG00000198753/ENSG00000161638/ENSG00000144847/ENSG00000157224/ENSG00000112852"
"GO:0010639","GO:0010639","negative regulation of organelle organization",358,-0.589203999793929,-1.93120840802197,1e-10,5.51727272727273e-09,4.12057416267943e-09,2479,"tags=18%, list=7%, signal=17%","ENSG00000166503/ENSG00000170364/ENSG00000102879/ENSG00000094631/ENSG00000135486/ENSG00000112739/ENSG00000103274/ENSG00000164741/ENSG00000135372/ENSG00000149503/ENSG00000040275/ENSG00000181625/ENSG00000204389/ENSG00000117632/ENSG00000132475/ENSG00000136108/ENSG00000136861/ENSG00000174442/ENSG00000164754/ENSG00000135476/ENSG00000139437/ENSG00000139734/ENSG00000141646/ENSG00000178295/ENSG00000162063/ENSG00000164109/ENSG00000182533/ENSG00000009954/ENSG00000131941/ENSG00000122952/ENSG00000051825/ENSG00000149554/ENSG00000157540/ENSG00000161888/ENSG00000177602/ENSG00000012048/ENSG00000153187/ENSG00000184445/ENSG00000172167/ENSG00000134057/ENSG00000071539/ENSG00000156509/ENSG00000140451/ENSG00000242498/ENSG00000117399/ENSG00000178999/ENSG00000088325/ENSG00000137812/ENSG00000089685/ENSG00000112742/ENSG00000134690/ENSG00000166851/ENSG00000143228/ENSG00000152253/ENSG00000169679/ENSG00000154839/ENSG00000186638/ENSG00000112029/ENSG00000143799/ENSG00000080986/ENSG00000156970/ENSG00000165480/ENSG00000117724"
